Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
66,Female,High School,Widowed,,631,14727,Business,Employed,18,Poor,0.354399711,82278,,Shawnside,NC,Qatar,3,1,Low
60,Non-binary,Master's,Single,84102,723,,Personal,Employed,10,Fair,0.277530889,252527,3,Cassandratown,MO,Hungary,2,0,High
58,Non-binary,Master's,Married,58237,674,5579,Business,Self-employed,17,Good,0.342635888,290940,2,Scottmouth,OH,Hong Kong,2,0,Low
23,Male,High School,Widowed,,666,33967,Home,Employed,2,Fair,0.288948176,225550,3,South Stephanie,SC,Taiwan,3,2,High
66,Non-binary,Master's,Single,92629,750,41473,Auto,Unemployed,17,Fair,0.588914932,120306,,Benderport,WY,Belize,4,1,Low
26,Male,Bachelor's,Widowed,65294,,39658,Home,Employed,7,Excellent,0.570652264,188857,,South Michealside,PR,Comoros,4,1,Medium
64,Non-binary,Bachelor's,Single,109848,,8148,Business,Unemployed,8,Fair,0.542396718,252253,0,North Brian,NE,Guatemala,,1,Low
42,Male,Bachelor's,Married,101748,671,16575,Personal,Self-employed,14,Poor,0.24367259,184613,1,Loweville,PA,Myanmar,2,1,Low
46,Male,High School,Widowed,,610,35298,Business,Employed,12,Poor,0.253605058,21868,2,Autumnmouth,VI,Cyprus,1,1,Medium
65,Non-binary,PhD,Married,,681,44175,Auto,Unemployed,5,Good,0.165870566,173861,1,Millermouth,ID,France,3,2,Medium
38,Non-binary,High School,Divorced,30467,,,Home,Self-employed,18,Excellent,0.451630611,51883,2,Brandonborough,CA,Madagascar,2,1,Low
20,Male,Bachelor's,Divorced,,711,29234,Personal,Employed,4,Excellent,0.505050998,262287,1,Lake Tammystad,MI,Pitcairn Islands,2,0,High
22,Female,Bachelor's,Single,,752,13310,Home,Self-employed,13,Poor,0.337120461,133190,,Port Williamshire,WI,India,4,2,Low
27,Non-binary,Bachelor's,Widowed,118415,771,27815,Auto,Self-employed,13,Excellent,0.186212532,72207,1,Michaeltown,VI,Sao Tome and Principe,4,2,Medium
26,Male,Bachelor's,Married,21982,,,Personal,Self-employed,11,Fair,0.131584193,266063,4,New Josephfort,MA,Tajikistan,3,1,Low
49,Female,Master's,Widowed,43390,632,28746,Personal,Employed,2,Excellent,0.196246043,268272,0,New Derek,PW,Mexico,4,1,Medium
33,Non-binary,High School,Widowed,38888,666,45910,Home,Unemployed,15,Excellent,0.484408221,,0,Port Jacquelinemouth,MS,South Africa,2,0,High
26,Female,PhD,Widowed,,737,,Business,Unemployed,14,Poor,0.411004478,163116,1,Harrisburgh,DC,Chad,,1,Low
44,Male,Master's,Married,115661,661,19924,Business,Self-employed,4,Poor,0.450647989,,,New Jasontown,NV,Armenia,2,0,High
57,Male,PhD,Divorced,,629,31730,Auto,Employed,19,Good,0.204519589,,0,Higginsshire,PA,Switzerland,4,2,High
32,Non-binary,PhD,Widowed,,639,38116,Home,Unemployed,7,Poor,0.414080626,158540,1,New Samanthastad,NC,Hong Kong,1,0,High
23,Male,High School,Widowed,85873,741,42572,Personal,Self-employed,9,Good,0.161976163,260010,1,North Chelsea,WA,Nauru,0,1,Low
65,Male,PhD,Single,,786,36683,Home,Unemployed,16,Poor,0.381988656,187459,4,Johnsonbury,PW,Myanmar,3,0,Medium
29,Male,PhD,Widowed,95449,720,33414,Business,Unemployed,17,Excellent,0.406111251,160191,2,Port Cathyfort,AL,Dominica,4,2,Medium
29,Male,PhD,Widowed,115826,,19221,Business,Employed,18,Excellent,0.421455916,205734,1,Port Jasmineview,OK,Sierra Leone,2,1,Low
60,Male,High School,Widowed,81284,606,13511,Personal,Self-employed,17,Poor,0.265344693,257427,1,Janiceview,MO,Barbados,3,1,Low
26,Male,PhD,Single,95400,658,9585,Auto,Employed,10,Excellent,0.468152346,164685,3,Christianstad,MH,Cameroon,,0,Low
52,Non-binary,High School,Married,92002,,25523,Personal,Employed,3,Poor,0.365864048,228334,0,West Edward,MS,Tanzania,4,2,Medium
65,Male,Bachelor's,Divorced,,681,37559,Personal,Unemployed,1,Poor,0.551939946,,4,Lake Kevin,RI,Iran,,0,Low
61,Female,Bachelor's,Widowed,97271,,,Home,Unemployed,19,Fair,0.48836654,68750,1,Bankshaven,MO,Papua New Guinea,,1,High
63,Non-binary,Master's,Married,86551,700,32175,Business,Unemployed,14,Poor,0.378074943,76655,4,Coopermouth,HI,Nicaragua,3,0,High
63,Non-binary,Master's,Widowed,22708,601,49770,Auto,Employed,18,Good,0.332020169,205962,,West Sabrina,NC,Serbia,1,0,Low
21,Female,Master's,Widowed,72652,771,47794,Auto,Employed,6,Good,0.141130361,124410,2,Alexandratown,DE,Russian Federation,2,1,Low
29,Female,Bachelor's,Married,104267,754,9531,Business,Employed,5,Excellent,0.534967646,192729,0,Kellybury,CA,Martinique,4,1,Medium
44,Non-binary,High School,Married,116460,792,,Home,Unemployed,14,Poor,0.142019373,181913,2,South Jonathan,PW,Belgium,,0,Low
20,Male,High School,Married,,747,16026,Home,Unemployed,10,Good,0.387739862,263476,2,Port Andrewburgh,AL,Kenya,0,1,Low
24,Female,Bachelor's,Single,41162,646,47191,Home,Unemployed,0,Excellent,0.418394011,116129,1,Williamchester,UT,Ethiopia,,2,High
47,Female,Bachelor's,Single,38748,709,39872,Personal,Unemployed,14,Good,0.422808775,89473,4,Aaronmouth,TX,Greece,4,1,Low
36,Female,Master's,Widowed,34178,757,10675,Personal,Unemployed,8,Fair,0.383866324,,1,Jamesfort,CA,Croatia,,0,Low
54,Male,PhD,Single,76485,632,32787,Business,Unemployed,10,Excellent,0.113784642,90645,1,Johnbury,MH,China,3,2,Medium
51,Non-binary,Master's,Single,59866,785,47969,Auto,Self-employed,6,Fair,0.176122432,36996,2,Wareview,VA,Georgia,,1,High
63,Male,Master's,Married,49665,674,10298,Business,Employed,7,Excellent,0.338376189,125549,0,South Nancychester,HI,British Indian Ocean Territory (Chagos Archipelago),3,2,High
19,Female,High School,Widowed,84783,739,6558,Personal,Employed,15,Poor,0.598274036,,,New Shannon,CT,Nepal,3,2,Medium
39,Non-binary,High School,Divorced,,674,7790,Auto,Employed,16,Good,0.352638769,51404,4,New Lauren,MH,Armenia,3,2,High
24,Female,High School,Widowed,55895,,35028,Home,Employed,15,Excellent,0.245247079,99438,4,New Victor,FM,Uzbekistan,3,0,Medium
19,Female,Bachelor's,Single,112501,698,,Business,Employed,6,Fair,0.559213879,78343,1,East Shannon,IN,Saint Martin,2,1,High
33,Female,PhD,Married,54558,,18683,Auto,Self-employed,2,Poor,0.439046335,229633,1,Port Lauraville,NV,Congo,3,1,High
22,Male,High School,Single,39276,,7675,Home,Employed,12,Good,0.553063205,,3,Jessehaven,AL,Falkland Islands (Malvinas),2,0,Low
34,Male,Master's,Widowed,34610,649,7137,Auto,Unemployed,17,Poor,0.463078276,,1,Lake Angelaview,PW,Papua New Guinea,3,2,High
34,Female,Master's,Married,47949,,,Personal,Self-employed,8,Excellent,0.252119629,,2,Rodgersmouth,NE,Bosnia and Herzegovina,2,2,Low
37,Non-binary,Master's,Married,,762,33718,Home,Employed,12,Good,0.303771594,246792,,Adrianland,FL,Finland,1,2,Medium
63,Female,Bachelor's,Married,64608,657,25089,Home,Unemployed,0,Excellent,0.325667562,114575,2,Port Michael,SD,Lesotho,1,2,Low
37,Female,High School,Married,,728,9985,Business,Unemployed,10,Fair,0.368679168,126741,4,Daniellebury,VT,Hong Kong,2,1,High
44,Male,Bachelor's,Married,39874,711,26345,Business,Self-employed,1,Poor,0.127833895,,3,Nicholsville,AL,Niue,3,1,Low
55,Female,High School,Single,112424,735,6591,Home,Self-employed,13,Excellent,0.145308249,,4,South Lindaton,AK,French Southern Territories,1,2,High
23,Female,PhD,Widowed,,793,41235,Personal,Self-employed,14,Poor,0.43524924,239803,4,North Megan,AR,China,2,0,High
52,Female,PhD,Widowed,47115,689,5521,Home,Unemployed,10,Fair,0.291214987,165326,2,Victorland,MI,French Guiana,,2,Low
35,Non-binary,High School,Divorced,94314,686,,Auto,Self-employed,0,Fair,0.394171656,213021,2,Parkerhaven,CT,Saint Kitts and Nevis,,2,Medium
54,Non-binary,Bachelor's,Married,34979,721,27622,Auto,Self-employed,6,Excellent,0.565211455,46487,1,Kevinland,MI,Angola,2,2,Medium
21,Male,Master's,Divorced,115637,641,15662,Home,Self-employed,18,Good,0.351366868,176811,2,Gabriellebury,PA,Tuvalu,1,0,High
44,Non-binary,High School,Divorced,87438,648,,Business,Employed,3,Fair,0.306044104,208606,1,New Beverlymouth,MA,Panama,,0,Low
27,Non-binary,Bachelor's,Married,60868,734,35842,Business,Self-employed,13,Poor,0.505357444,247389,0,Hallside,IN,Guam,2,0,Low
55,Male,PhD,Single,71570,,11892,Personal,Self-employed,14,Poor,0.177988394,97851,0,Ruizmouth,MD,Spain,2,2,High
47,Non-binary,High School,Divorced,72136,679,35270,Business,Unemployed,13,Poor,0.356965703,278790,0,Olsontown,HI,Iran,3,1,High
28,Female,Bachelor's,Married,113079,,25148,Business,Unemployed,4,Excellent,0.269652079,239866,4,North Ronald,SD,Papua New Guinea,1,1,High
35,Non-binary,Bachelor's,Divorced,101454,762,16768,Personal,Unemployed,0,Poor,0.161798915,59293,2,North Richard,VI,Azerbaijan,3,2,Medium
57,Male,Bachelor's,Single,102633,695,39459,Business,Employed,11,Excellent,0.252981075,73857,2,Jeffreymouth,AK,Malaysia,2,0,Low
55,Female,Master's,Married,69986,621,40896,Auto,Unemployed,15,Excellent,0.283460112,238702,4,Port Ashley,CT,Malaysia,2,0,Low
43,Male,High School,Married,108112,711,,Business,Unemployed,12,Fair,0.23945833,223260,3,West Jessica,WA,Peru,3,1,Low
22,Female,High School,Divorced,62397,,18606,Personal,Unemployed,17,Excellent,0.244566739,137680,0,New Daniel,IA,New Caledonia,3,1,High
43,Non-binary,Bachelor's,Single,50932,675,,Auto,Employed,4,Excellent,0.206569965,257714,4,Vaughanport,MO,United States Minor Outlying Islands,2,1,Medium
48,Non-binary,PhD,Single,68423,747,37014,Personal,Self-employed,4,Excellent,0.581528745,,0,Port Sandra,NC,Eritrea,2,0,Low
39,Female,High School,Single,,753,,Business,Self-employed,2,Good,0.331139282,,0,Port Laceyton,CO,Cameroon,2,0,Medium
44,Female,PhD,Widowed,53521,668,45031,Home,Self-employed,3,Poor,0.442396102,233289,0,Stevenmouth,MI,Bahamas,1,0,High
18,Female,High School,Widowed,62789,676,30153,Auto,Self-employed,4,Poor,0.370631941,67259,3,South Ashley,VA,Libyan Arab Jamahiriya,,1,Medium
60,Non-binary,High School,Single,90874,,39224,Auto,Self-employed,16,Poor,0.383872871,225705,,Michaelburgh,VT,Ukraine,3,2,High
18,Non-binary,Master's,Single,,651,18653,Home,Self-employed,16,Good,0.49222995,226806,0,Curtisville,PW,Mayotte,3,1,High
44,Female,Bachelor's,Widowed,39943,604,12150,Home,Self-employed,5,Poor,0.1255256,173099,3,Mcmahonmouth,NJ,Guatemala,3,0,Medium
39,Male,Bachelor's,Divorced,46038,610,,Business,Unemployed,15,Fair,0.322324769,94914,0,Debbiehaven,NM,Lesotho,2,2,High
34,Male,Bachelor's,Widowed,108876,623,38764,Business,Self-employed,9,Good,0.408728353,41013,0,Christopherborough,AS,Singapore,1,2,Low
37,Male,Bachelor's,Single,55608,657,37293,Personal,Unemployed,1,Fair,0.219709961,192576,2,South Rachelmouth,MN,Finland,4,1,Low
18,Non-binary,Master's,Divorced,28724,605,49861,Auto,Employed,3,Good,0.328959578,,,Jenniferburgh,HI,Tuvalu,4,0,Low
64,Female,Bachelor's,Single,50034,718,46672,Personal,Employed,16,Fair,0.200563815,200881,0,Cassidyton,NC,Gibraltar,0,1,High
36,Female,High School,Widowed,115479,639,15302,Home,Unemployed,7,Poor,0.169813135,,3,Lauramouth,RI,United Kingdom,4,1,High
63,Non-binary,High School,Single,,608,27698,Auto,Employed,19,Excellent,0.52282657,266954,1,Sloanport,UT,Comoros,,1,Low
49,Female,Bachelor's,Divorced,58210,636,44957,Business,Employed,14,Poor,0.432790135,240190,0,Blankenshipport,AK,Jordan,0,0,High
64,Male,PhD,Single,,702,5645,Personal,Unemployed,15,Excellent,0.165605713,88204,2,Walkertown,ND,Cote d'Ivoire,4,2,Low
27,Non-binary,Bachelor's,Widowed,43997,,12970,Personal,Unemployed,12,Fair,0.221258738,94914,2,New Tammy,MI,American Samoa,0,2,Medium
19,Male,High School,Divorced,81791,784,23211,Business,Unemployed,4,Fair,0.219931434,270787,4,New Andrew,KS,Papua New Guinea,0,0,Medium
44,Male,High School,Divorced,49288,610,48269,Home,Self-employed,2,Poor,0.117138962,,1,Jenniferton,AS,Myanmar,4,0,High
33,Female,High School,Married,66335,665,,Personal,Unemployed,10,Fair,0.160531347,,,Port Ryan,LA,China,2,0,High
22,Female,Master's,Widowed,29615,766,47379,Business,Self-employed,19,Fair,0.147414957,258973,0,South Nathanburgh,AS,Honduras,3,0,Medium
54,Female,PhD,Single,64651,672,33192,Personal,Unemployed,11,Excellent,0.273735852,189870,0,Lake Samuel,WA,Korea,,2,High
21,Female,PhD,Married,44440,634,49681,Personal,Self-employed,11,Poor,0.169688187,98413,1,Lake Jason,MD,French Southern Territories,1,2,Medium
29,Non-binary,PhD,Widowed,71588,659,12921,Business,Unemployed,0,Fair,0.504819233,200989,4,Crystalton,TX,Mongolia,1,0,Medium
69,Male,High School,Single,51558,718,,Personal,Employed,1,Fair,0.419050024,136125,3,Arnoldside,CT,Lao People's Democratic Republic,3,0,Low
63,Female,Master's,Widowed,65038,683,13204,Business,Employed,5,Good,0.235179618,59622,1,Lucasfort,AL,Wallis and Futuna,3,1,Low
39,Non-binary,PhD,Divorced,49039,772,9227,Home,Self-employed,3,Excellent,0.484047442,95660,2,Ashleyville,TX,Isle of Man,3,2,Medium
50,Male,Bachelor's,Single,32651,617,8910,Personal,Self-employed,2,Good,0.487945661,62243,2,North James,OH,Qatar,4,1,High
65,Non-binary,PhD,Divorced,54515,730,45396,Home,Unemployed,18,Good,0.363593512,195559,2,Burgessberg,AZ,Swaziland,1,0,High
32,Female,Bachelor's,Single,110287,757,7706,Personal,Self-employed,5,Excellent,0.4172292,152010,1,New Marystad,MI,Palau,0,0,High
23,Male,Bachelor's,Single,94490,,,Personal,Self-employed,13,Fair,0.158844996,202139,1,Morganville,MI,Netherlands,,1,Low
26,Non-binary,Bachelor's,Single,,708,40837,Business,Self-employed,15,Poor,0.523978092,,1,Hurstland,UT,Portugal,4,1,Low
58,Female,PhD,Widowed,98027,779,11580,Home,Self-employed,4,Good,0.363622224,113784,2,South Lisa,AZ,Papua New Guinea,1,0,Medium
30,Non-binary,Bachelor's,Single,62732,773,34210,Auto,Unemployed,6,Fair,0.228369525,257721,2,Craigburgh,AZ,Luxembourg,1,2,High
45,Non-binary,High School,Widowed,,690,32855,Home,Self-employed,5,Fair,0.225703899,110428,1,West Julie,GA,Taiwan,2,1,Medium
36,Female,PhD,Divorced,,701,10674,Home,Employed,0,Fair,0.359065674,116464,4,Antonioside,VA,French Southern Territories,1,1,Medium
47,Female,Bachelor's,Widowed,32767,,40846,Auto,Self-employed,1,Good,0.347575135,93263,1,Reginahaven,NH,Ukraine,2,2,High
33,Non-binary,PhD,Married,102212,702,,Business,Self-employed,3,Fair,0.241650439,81056,4,Williamshire,CT,Benin,0,0,Low
66,Male,Bachelor's,Married,98342,788,37371,Home,Employed,13,Fair,0.323923675,101976,3,South Daniel,CT,Denmark,1,1,High
63,Male,PhD,Divorced,89674,,34161,Business,Unemployed,10,Good,0.376038712,183444,3,Simpsonland,CT,Slovenia,4,2,Medium
43,Male,Bachelor's,Divorced,,690,,Personal,Self-employed,6,Poor,0.131009212,,,Jonesmouth,NH,Oman,4,1,Medium
50,Non-binary,Master's,Divorced,,,,Home,Unemployed,8,Excellent,0.409364159,206894,0,Romeroland,NV,Pitcairn Islands,2,2,Medium
19,Female,High School,Divorced,35904,691,39520,Auto,Self-employed,0,Excellent,0.245574207,24529,3,Lopezberg,MT,Chile,,2,Medium
67,Non-binary,High School,Single,42253,630,22664,Business,Employed,14,Poor,0.221118167,108738,3,West Steven,VA,Venezuela,0,0,Low
38,Non-binary,High School,Single,107084,652,21771,Personal,Unemployed,17,Good,0.390207109,63686,4,East Lance,MT,Timor-Leste,2,1,Low
43,Male,Bachelor's,Single,112404,,44529,Personal,Employed,4,Poor,0.204048781,282266,3,West John,ME,Bolivia,,2,Low
22,Male,PhD,Single,59883,606,28399,Home,Self-employed,14,Excellent,0.334167873,125137,,Port Jessica,GA,Djibouti,2,1,High
49,Male,Bachelor's,Widowed,100291,716,16304,Personal,Unemployed,12,Poor,0.268318653,207452,3,Austinville,MO,Latvia,4,2,Low
27,Non-binary,PhD,Divorced,55744,783,,Home,Employed,0,Fair,0.375155774,72266,1,Kristinfurt,TN,Barbados,1,2,High
41,Female,PhD,Divorced,108619,638,35079,Personal,Unemployed,3,Good,0.492079826,125827,2,Cookbury,NV,Romania,1,0,High
27,Male,Master's,Single,88683,749,17300,Auto,Unemployed,7,Good,0.583828174,,2,Gabrielshire,MA,Marshall Islands,4,2,Medium
19,Female,Bachelor's,Single,38909,,18020,Auto,Employed,0,Poor,0.531421333,84431,2,South Brandon,DC,French Southern Territories,1,1,Low
40,Non-binary,Bachelor's,Widowed,79379,774,,Business,Employed,1,Good,0.373437205,253816,4,Averytown,AL,Ghana,3,0,High
49,Male,Bachelor's,Widowed,20982,779,47146,Home,Self-employed,15,Good,0.193327283,39994,3,Lake Anthony,CT,Eritrea,2,2,Low
38,Non-binary,PhD,Married,104614,648,40992,Home,Unemployed,2,Fair,0.321351019,166986,3,New Shawnborough,HI,Guatemala,3,1,High
67,Non-binary,PhD,Single,40742,736,12831,Personal,Unemployed,16,Fair,0.118916226,44130,4,East Veronicamouth,NY,United States Minor Outlying Islands,1,2,Low
23,Female,Master's,Married,92631,782,27542,Auto,Self-employed,9,Fair,0.362688802,229326,0,North Jeffberg,NM,Rwanda,1,0,Medium
40,Non-binary,PhD,Widowed,21987,754,7488,Home,Unemployed,18,Fair,0.154757624,220854,0,New Nicholasberg,TX,Saint Pierre and Miquelon,3,1,Low
32,Non-binary,High School,Widowed,108287,749,,Home,Self-employed,8,Fair,0.116604707,,1,North Curtis,AL,Yemen,2,1,Low
64,Female,High School,Divorced,69915,778,38239,Personal,Employed,1,Fair,0.528373296,214552,4,Woodfort,ID,Mexico,3,2,Medium
21,Female,High School,Widowed,,,20458,Home,Self-employed,18,Fair,0.218245284,272478,1,Hernandeztown,ME,Senegal,1,1,High
65,Non-binary,Master's,Widowed,50856,669,37656,Business,Employed,8,Excellent,0.411538109,,4,Jennahaven,WI,Romania,2,0,Low
19,Male,Master's,Divorced,54533,733,5206,Business,Unemployed,10,Fair,0.373322697,259578,,Port Mark,OH,United States Minor Outlying Islands,0,2,High
41,Non-binary,Bachelor's,Widowed,43640,690,48374,Business,Self-employed,7,Good,0.505390366,293015,0,Pittsmouth,NE,Equatorial Guinea,3,2,Medium
43,Female,High School,Divorced,36531,603,42474,Business,Employed,17,Excellent,0.40681902,233476,0,East Brianna,GU,Australia,3,0,High
40,Non-binary,High School,Widowed,103086,627,9273,Auto,Employed,1,Poor,0.403401544,223443,4,Port Michellemouth,MA,Saint Helena,2,0,Low
21,Male,PhD,Married,45277,600,,Business,Unemployed,6,Poor,0.435624773,246628,2,Harrisbury,SC,Cook Islands,1,0,Low
49,Non-binary,Bachelor's,Married,65471,681,5799,Business,Self-employed,10,Excellent,0.10189504,,,Samuelberg,UT,Cape Verde,0,1,Medium
45,Female,Bachelor's,Single,,712,28407,Auto,Employed,13,Fair,0.360672329,254529,,New Jennifermouth,PW,Brunei Darussalam,1,0,Low
19,Non-binary,PhD,Married,118111,687,12630,Personal,Employed,3,Good,0.279209174,159829,3,New Lucas,ME,Ecuador,4,2,High
57,Female,Bachelor's,Married,37178,745,49549,Business,Self-employed,11,Good,0.54306145,60786,4,East Charles,IN,Bangladesh,4,1,Medium
20,Male,Master's,Married,68171,670,,Personal,Unemployed,3,Excellent,0.155506734,75883,2,Port Charlesfurt,PA,Croatia,4,1,Low
62,Non-binary,Master's,Single,43027,,12959,Home,Unemployed,3,Good,0.226392157,35344,3,Vanessahaven,IA,Barbados,2,1,Low
44,Non-binary,Master's,Divorced,89360,686,32115,Business,Self-employed,12,Excellent,0.409615829,84985,3,Lake Jill,WY,Northern Mariana Islands,3,2,Medium
61,Female,High School,Widowed,103817,662,,Auto,Self-employed,10,Good,0.508021471,46317,3,South Daniellestad,OH,Turkey,0,0,High
52,Male,High School,Single,48887,,5626,Personal,Employed,1,Fair,0.415006255,188572,4,West Jamieshire,MN,Gibraltar,1,1,Low
50,Non-binary,Master's,Widowed,34525,,47176,Personal,Self-employed,10,Poor,0.196839382,69577,1,Cynthiaport,MI,Mongolia,0,1,High
62,Non-binary,Master's,Married,103911,645,46612,Personal,Unemployed,11,Poor,0.583574708,223298,0,Johnsonbury,UT,Seychelles,4,0,Low
46,Non-binary,Bachelor's,Married,87891,693,39212,Home,Self-employed,13,Poor,0.430131126,108330,,West Victoria,WA,Canada,1,2,Medium
22,Non-binary,Master's,Married,,640,32874,Home,Self-employed,9,Fair,0.123212561,206453,3,Port Lawrence,OR,Svalbard & Jan Mayen Islands,4,2,Low
26,Male,Bachelor's,Divorced,,786,,Home,Unemployed,14,Poor,0.272444603,32874,4,West Caitlinberg,IA,Aruba,2,0,Low
32,Female,High School,Single,110257,660,7266,Business,Unemployed,9,Poor,0.160039658,,2,Lindseybury,GA,Russian Federation,4,2,High
21,Non-binary,Bachelor's,Widowed,40872,676,5605,Personal,Self-employed,2,Excellent,0.386006219,279259,,Lauramouth,KS,Faroe Islands,2,0,Medium
28,Non-binary,High School,Widowed,92323,776,41615,Personal,Employed,12,Good,0.577896053,221392,2,Bautistaport,ID,Lao People's Democratic Republic,2,1,Low
54,Non-binary,PhD,Widowed,26185,704,,Auto,Self-employed,13,Excellent,0.230446412,108799,1,Christinaberg,MH,Moldova,0,0,Medium
18,Non-binary,Master's,Widowed,47955,628,24193,Personal,Employed,11,Excellent,0.38208736,128895,4,Port Vickie,TN,Ecuador,4,0,Medium
51,Female,Master's,Widowed,61682,735,21513,Personal,Self-employed,9,Excellent,0.474934531,,3,Wardbury,AL,Palau,0,0,High
32,Male,Bachelor's,Widowed,,,6615,Home,Unemployed,14,Excellent,0.285258407,270314,4,Webstermouth,NC,Algeria,0,0,Low
22,Female,Master's,Widowed,39329,647,,Business,Employed,9,Excellent,0.457606117,217577,0,Lake Paul,CA,Seychelles,1,0,High
36,Non-binary,PhD,Divorced,90783,772,30893,Auto,Unemployed,4,Good,0.443450831,286901,2,Batesbury,CO,Djibouti,,2,High
33,Male,Master's,Divorced,62459,672,24382,Personal,Unemployed,4,Good,0.163105672,206281,,New Robert,MD,Martinique,2,1,Medium
45,Male,PhD,Married,100729,756,6844,Home,Unemployed,5,Fair,0.30899057,96553,3,Port Kimberlybury,IA,Timor-Leste,3,2,High
19,Male,Bachelor's,Divorced,35582,748,10181,Business,Employed,15,Poor,0.257442482,275996,,Johnstonmouth,PR,Lesotho,0,0,Low
45,Male,High School,Married,21595,684,33793,Home,Employed,14,Good,0.508699525,76243,0,Henrymouth,OK,Guyana,3,2,Medium
55,Non-binary,Bachelor's,Married,62723,727,25519,Business,Unemployed,9,Good,0.123379383,58851,3,Port Stephen,DC,Zimbabwe,,0,Low
33,Female,High School,Single,69868,780,,Business,Self-employed,0,Excellent,0.567650527,254815,4,Jacobsmouth,AS,Lebanon,1,1,Medium
40,Female,Bachelor's,Divorced,27391,765,,Personal,Employed,1,Good,0.498982631,277019,2,Candiceville,KY,Netherlands,1,0,High
42,Female,Master's,Widowed,54426,780,41417,Personal,Unemployed,1,Poor,0.381470331,118133,1,Meganfurt,KY,Turkey,4,1,High
33,Female,High School,Divorced,,700,34216,Home,Unemployed,11,Good,0.541928993,194023,,Phamland,HI,Kenya,1,2,Medium
68,Female,Bachelor's,Widowed,,607,11957,Personal,Unemployed,16,Poor,0.331619339,132064,3,Crystaltown,ME,Saint Helena,0,1,Medium
33,Female,Master's,Divorced,85841,774,34073,Personal,Employed,6,Good,0.257573793,240756,0,North Amandaview,AR,Antigua and Barbuda,,0,Low
59,Female,PhD,Married,31360,779,,Business,Employed,3,Fair,0.304782252,49934,3,West Scottchester,SD,Barbados,1,1,High
52,Non-binary,Bachelor's,Widowed,,637,26279,Business,Unemployed,9,Poor,0.308770592,139517,2,North Timothy,IA,Uzbekistan,4,1,Medium
41,Male,Bachelor's,Single,40765,747,5159,Business,Self-employed,14,Fair,0.149366141,168951,,Scottborough,NE,United States of America,2,2,Low
21,Female,Master's,Widowed,54227,682,23780,Personal,Employed,3,Poor,0.182902415,203745,2,Devinstad,NY,Uganda,2,2,Low
42,Male,PhD,Widowed,94798,,,Home,Self-employed,0,Good,0.120967383,,1,East Dawnfurt,NH,Grenada,4,0,Medium
49,Male,High School,Divorced,66659,684,33195,Home,Self-employed,7,Excellent,0.434559707,82706,2,New Ronnie,SC,Mayotte,3,2,Low
18,Male,Master's,Single,22196,624,18893,Home,Unemployed,9,Fair,0.530589598,57479,2,West Larryshire,AK,Mauritius,4,0,Low
56,Non-binary,High School,Single,36184,779,27444,Auto,Unemployed,1,Excellent,0.53305486,206862,0,Smithshire,SD,Kiribati,4,1,Medium
45,Non-binary,PhD,Single,70697,675,41130,Personal,Employed,4,Poor,0.563237768,290907,,South Shawnstad,AS,Slovakia (Slovak Republic),4,1,Low
53,Male,PhD,Single,21073,624,48927,Auto,Self-employed,17,Poor,0.195759599,295156,1,Randymouth,WA,Heard Island and McDonald Islands,2,2,Low
66,Male,High School,Divorced,102565,660,49066,Business,Employed,15,Fair,0.422721084,99471,2,New Anne,DE,Tuvalu,1,0,Medium
34,Female,Bachelor's,Single,70756,663,13499,Home,Self-employed,18,Poor,0.378353184,135194,1,Burtontown,AL,Nepal,2,1,Medium
50,Non-binary,High School,Married,105151,766,33842,Business,Self-employed,14,Poor,0.523853778,224759,0,Dawntown,PR,Jersey,0,2,Medium
46,Female,High School,Married,80941,630,46577,Auto,Employed,11,Poor,0.293963374,68694,0,Gibsonbury,OR,Slovakia (Slovak Republic),1,0,Medium
45,Non-binary,Bachelor's,Widowed,67062,799,22416,Personal,Employed,10,Fair,0.157231286,202021,,Justinmouth,MN,Mali,4,2,High
19,Male,Master's,Divorced,100773,612,,Auto,Employed,19,Poor,0.454928736,157799,0,Rogersmouth,VA,New Zealand,0,2,High
42,Female,Bachelor's,Single,,767,32205,Auto,Unemployed,9,Excellent,0.364227591,75293,1,Port Neil,IL,New Zealand,2,0,Medium
50,Male,Master's,Single,62836,729,47615,Auto,Employed,4,Poor,0.262964178,110577,3,Lake Kathleenton,NC,Grenada,2,2,High
38,Non-binary,PhD,Married,88819,612,,Auto,Employed,17,Poor,0.468263369,164088,1,Kristinchester,UT,Mayotte,0,0,Low
53,Female,PhD,Married,78739,785,23419,Personal,Employed,4,Fair,0.144804066,,0,Crystalport,NH,Vanuatu,3,0,Low
21,Non-binary,Master's,Single,46866,616,8734,Business,Unemployed,3,Poor,0.584779857,75352,,Nicolestad,KS,Latvia,1,0,Medium
37,Male,PhD,Widowed,28100,781,47083,Personal,Employed,11,Good,0.190525026,,,Manuelmouth,MD,Yemen,3,0,Medium
57,Non-binary,Master's,Divorced,113937,,5577,Home,Unemployed,17,Good,0.133712914,,1,Kellyton,WI,Latvia,4,2,Low
64,Non-binary,Bachelor's,Single,71897,759,,Business,Employed,11,Good,0.45302712,,2,Justinton,PR,Vanuatu,0,2,Low
